index,state,n,unique_players,origins,player_kish_ess,origin_kish_ess,max_player_rows,max_player_share,top5_player_share,pct_min,pct_p10,pct_p25,pct_median,pct_p75,pct_p90,pct_max,target_points_mean,target_points_sd,log1p_resid_sd
0,depth,73,59,9,48.88990825688074,7.918276374442794,4,0.0547945205479452,0.1780821917808219,0.015527950310559,0.0965465838509316,0.1904761904761904,0.3179012345679012,0.5087719298245614,0.7614579928081072,0.9382352941176472,2.510958904109589,1.499496363953542,0.8440002846617575
1,elite,118,63,9,47.68493150684932,8.5006105006105,4,0.0338983050847457,0.1694915254237288,0.0147058823529411,0.5159722222222223,0.715318869165023,0.8610411189015483,0.9525621118012422,0.9795882352941176,0.9971428571428572,188.6993220338983,53.02734246696777,0.2551658550110513
2,premium,127,85,9,69.82251082251082,8.378701298701298,4,0.0314960629921259,0.1338582677165354,0.00920245398773,0.2109845870715436,0.5106754658385093,0.7088235294117647,0.8529077322936972,0.9440499671268904,0.9970588235294118,77.33700787401574,21.675905733990135,0.2756814435952453
3,starter,107,86,9,69.38787878787879,8.53765846383296,4,0.0373831775700934,0.1495327102803738,0.0030674846625766,0.1005291005291004,0.3743240774570697,0.5372670807453416,0.7199973490873286,0.8541946491450975,0.985207100591716,28.15439252336449,8.454508585918967,0.298087625944321
4,usable,94,77,9,64.97058823529412,8.528957528957529,4,0.0425531914893617,0.1382978723404255,0.0337423312883435,0.1682944785276073,0.3126665282535728,0.4637379491673969,0.6616914986853637,0.8454256485202777,0.9970760233918128,9.89872340425532,3.029138503470878,0.4177502587560562
