index,candidate,threshold,n,active_n,origins,crps_D1,crps_candidate,crps_gain,mae_gain,active_ret_bias_D1,active_ret_bias_candidate,active_ret_bias_abs_change,realized_active_retention_mean,D1_active_retention_mean,candidate_active_retention_mean
0,C1,0.0,986,519,9,22.62420937858564,23.113371610394637,-0.4891622318089939,1.9990084611662395,0.0931856603797597,-0.9965662159607668,-0.9033805555810068,3.965317439630558,4.058503100010318,2.968751223669791
1,C1,0.75,236,190,9,47.425572860416864,49.65262976517696,-2.227056904760081,0.5473955793918311,0.047054547352686,-0.1337993729817283,-0.0867448256290422,0.7044505030460437,0.7515050503987296,0.5706511300643152
2,C1,0.9,93,85,9,52.71683682085121,60.25024535166492,-7.533408530813712,-6.436596741019103,-0.0323660254592068,-0.179984881172057,-0.1476188557128502,0.6573898665139634,0.6250238410547566,0.4774049853419064
3,C1,0.95,47,44,9,54.111220430373145,65.95599712575354,-11.844776695380403,-12.920604665323626,-0.1166534107510352,-0.2475619094227887,-0.1309084986717535,0.6765736376011524,0.5599202268501172,0.4290117281783638
4,C2,0.0,986,519,9,22.62420937858564,23.05565263898362,-0.4314432603979795,2.0580400251537165,0.0931856603797597,-0.975844536688646,-0.8826588763088863,3.965317439630558,4.058503100010318,2.989472902941912
5,C2,0.75,236,190,9,47.425572860416864,49.406246306531706,-1.9806734461148243,0.746199922374639,0.047054547352686,-0.1284801753628387,-0.0814256280101527,0.7044505030460437,0.7515050503987296,0.5759703276832049
6,C2,0.9,93,85,9,52.71683682085121,59.5799811775056,-6.863144356654384,-5.8192602620237,-0.0323660254592068,-0.1714563689110299,-0.1390903434518231,0.6573898665139634,0.6250238410547566,0.4859334976029336
7,C2,0.95,47,44,9,54.111220430373145,64.94180938277215,-10.830588952398989,-11.700437061592378,-0.1166534107510352,-0.238417066934325,-0.1217636561832898,0.6765736376011524,0.5599202268501172,0.4381565706668274
