index,candidate,n,origins,pooled_crps_gain,cluster_ci_low,cluster_ci_high,block_boot_gain,block_ci_low,block_ci_high,origins_improved,origin_share_improved,median_origin_gain,worst_origin_regression,loo_gain_min,loo_gain_max,loo_sign_flip,pooled_mae_gain,mae_ci_low,mae_ci_high,lowmid_crps_gain,lowmid_ci_low,lowmid_ci_high,D1_IMCE,candidate_IMCE,IMCE_gain,IMCE_ci_low,IMCE_ci_high,IMCE_relative_improvement,p75_abs_bias_improvement,p90_abs_bias_improvement,p95_abs_bias_improvement,high_minus_mid_positive_origins,active_brier,active_logloss,six_state_brier,six_state_logloss,D1_coverage_10_90,D1_width_10_90,D1_coverage_25_75,D1_width_25_75,candidate_coverage_10_90,candidate_width_10_90,candidate_coverage_25_75,candidate_width_25_75,probability_sum_max_error,min_candidate_support
0,C1,986,9,-0.4891622318089939,-1.9338529727710136,0.6618617599315688,-0.4891622318089939,-1.5078411102697158,0.4066505318469021,4,0.4444444444444444,-0.3139077762167551,-3.1178939134761285,-0.6785745075822972,-0.1522995906800246,False,1.9990084611662395,0.408438279827814,3.371320952073598,0.0576952919462816,-0.5033060280864596,0.5080277258453778,1.0480084490814552,1.3319229101558334,-0.2081670872477538,-0.9635180212945952,0.7049954743564467,-0.2709085612078985,-0.0867448256290422,-0.1476188557128502,-0.1309084986717535,9,0.2073980039221908,0.6003402538895475,0.6423201518323944,1.358038799200125,0.8874239350912779,97.27723526253506,0.7221095334685599,51.92240581767968,0.8286004056795132,72.99977127013632,0.6632860040567952,39.115955671330205,2.220446049250313e-16,0.0
1,C2,986,9,-0.4314432603979795,-1.818946729559596,0.6780286767153955,-0.4314432603979795,-1.4141117182188558,0.4461058434363971,4,0.4444444444444444,-0.2675206817943986,-2.9361414303822406,-0.61820259090547,-0.1104750738553739,False,2.0580400251537165,0.5033021622522338,3.4547400569378435,0.0560478380409209,-0.5014221162073418,0.504568418973018,1.0480084490814552,1.3116369320723866,-0.1850477456419507,-0.941889405798458,0.7466054490392197,-0.2515518679472414,-0.0814256280101527,-0.1390903434518231,-0.1217636561832898,9,0.2073980039221908,0.6003402538895475,0.6423201518323944,1.358038799200125,0.8874239350912779,97.27723526253506,0.7221095334685599,51.92240581767968,0.8296146044624746,73.1890671845272,0.6643002028397565,39.28072862978223,2.220446049250313e-16,0.0
