index,cohort,n,active_n,median_q75,median_q90,median_q95,median_max_support,active_realized_above_q90_share,active_realized_above_q95_share,active_realized_above_max_support_share,median_active_realized_points
0,dev_rb_y3_all,986,519,30.71459532372161,75.69991477772874,166.8159258379754,169.95747785372947,0.2061657032755298,0.1329479768786127,0.1001926782273603,40.6
1,dev_rb_y3_top10,93,85,188.0220432443581,188.0220432443581,188.0220432443581,188.0220432443581,0.2823529411764706,0.2823529411764706,0.2823529411764706,149.6
