index,position,horizon,career_stage,route,representative_source_state,evidence_quantile,source_points,source_percentile,state_percentile,p_active,conditional_active_points,expected_points,p_out,p_depth,p_usable,p_starter,p_premium,p_elite,mean_depth,mean_usable,mean_starter,mean_premium,mean_elite
48,RB,3,developmental,D1,starter,0.75,34.55,0.5030864197530864,0.7462121212121212,0.4950319202393558,42.27130100852096,20.925643309263947,0.5049680797606442,0.0796058443757923,0.1203114416429422,0.1444476582828166,0.1130469340099438,0.0376200419278607,3.851273965980312,11.926609215272308,29.098168066695397,74.90622068353802,173.12769169867698
49,RB,3,developmental,D1,starter,0.9,40.6,0.5384615384615384,0.8888888888888888,0.5102742424809024,45.49376288357623,23.214295393022653,0.4897257575190976,0.0775339018901522,0.1232015901220108,0.1399811005601874,0.1266632883293005,0.0428943615792513,4.522191832517308,12.632354312507786,29.80013242881482,76.02497020765159,174.99544799459258
50,RB,3,established,D1,starter,0.1,17.85,0.3685532179121923,0.0972222222222222,0.24594021101629,25.505299495484667,6.272778739953175,0.75405978898371,0.0624495868542696,0.0741093070499187,0.0708870454327216,0.0291011369796435,0.0093931346997364,1.3719455091216446,9.3108761396824,26.592749285054524,70.56407440370168,165.9193186287084
51,RB,3,established,D1,starter,0.25,19.775,0.3971218487394958,0.2267045454545454,0.2532155844011006,27.32657603148433,6.919514919493412,0.7467844155988994,0.0615186006454598,0.076512031452461,0.0714457834069636,0.0330437673448412,0.0106954015513747,1.7313386058082614,9.695200002453774,27.05152901973087,71.15611189368644,167.10193117675945
52,RB,3,established,D1,starter,0.5,26.6,0.4564687838325514,0.4736111111111111,0.2751222440707834,31.81407582654303,8.752759934436583,0.7248777559292165,0.0610195944344217,0.0832623406229589,0.0734702618703608,0.0432496788657069,0.014120368277335,2.982319152216384,11.006805054273803,28.30350625402324,73.24709300404825,170.4593225768898
53,RB,3,established,D1,starter,0.75,33.575,0.5129794973544974,0.7395833333333334,0.2931112409709248,36.49940104030123,10.698384733618155,0.7068887590290752,0.0590668263514629,0.0886724954178729,0.071856718914107,0.05519506723296,0.0183201330545219,3.895872857853704,11.973222999820074,29.331105182811168,74.76415034149704,173.1604804250462
54,RB,3,established,D1,starter,0.9,41.3,0.5498447204968944,0.9350539811066128,0.3095854340891091,40.52777085445143,12.546807532639288,0.6904145659108909,0.0579665925110808,0.0934865528921026,0.0698278762311035,0.0660470234368078,0.0222573890180142,4.827837077770191,12.94555878789265,30.200599599421118,76.32743981220116,175.5225943823312
55,RB,3,veteran,D0,premium,0.1,48.75,0.5735389728979473,0.069218316373728,0.1376079022808918,18.434306672910253,2.536706271261826,0.8623920977191082,0.0237706576508655,0.031637416337848,0.0466130222236168,0.026605556664249,0.0089812494043123,18.434306672910253,18.434306672910253,18.434306672910253,18.434306672910253,18.434306672910253
56,RB,3,veteran,D0,premium,0.25,54.425,0.60184412095691,0.1822117763483424,0.1425430762428214,22.238685104118133,3.1699705863364094,0.8574569237571785,0.0229747697460852,0.0316820222002649,0.0452786466531369,0.0333100087633653,0.0092976288799689,22.238685104118133,22.238685104118133,22.238685104118133,22.238685104118133,22.238685104118133
57,RB,3,veteran,D0,premium,0.5,84.35,0.7213499731615673,0.6141447368421052,0.1631428983112517,37.91760663626907,6.1859882436668885,0.8368571016887483,0.0221687944429642,0.0360164581121056,0.0425224692192869,0.0487512843846267,0.0136838921522682,37.91760663626907,37.91760663626907,37.91760663626907,37.91760663626907,37.91760663626907
