player_id,current_player_id,player_name,position,historical_gsis_id,age,experience,career_stage,age_band,mapping_status,history_status,experience_source,source_state,source_percentile,state_percentile,prior1_coverage,prior2_coverage,standard_y1_points,player_specific_scoring_multiplier,y2_candidate,y2_route_cell,y2_active_probability,y2_standard_conditional_active_points,y2_standard_expected_points,y2_standard_conditional_to_y1_ratio,y2_standard_expected_to_y1_ratio,y2_p_out,y2_p_depth,y2_p_usable,y2_p_starter,y2_p_premium,y2_p_elite,y2_standard_mean_depth,y2_standard_mean_usable,y2_standard_mean_starter,y2_standard_mean_premium,y2_standard_mean_elite,y3_candidate,y3_route_cell,y3_active_probability,y3_standard_conditional_active_points,y3_standard_expected_points,y3_standard_conditional_to_y1_ratio,y3_standard_expected_to_y1_ratio,y3_p_out,y3_p_depth,y3_p_usable,y3_p_starter,y3_p_premium,y3_p_elite,y3_standard_mean_depth,y3_standard_mean_usable,y3_standard_mean_starter,y3_standard_mean_premium,y3_standard_mean_elite
sleeper:player:10213,sleeper:10213,Tre Tucker,WR,00-0038563,24.485102363498225,3,developmental,prime,EXACT_NAME_POSITION,MAPPED_2025,PHASE2_ENTRY_SEASON,premium,0.5330578512396694,0.7386363636363636,1,1,80.75,1.3170650154798762,D1,WR|developmental,0.8054320208512259,75.29886357675784,60.64811585842883,0.9324936665852364,0.7510602583087161,0.1945679791487741,0.039713115378975296,0.06656080854077713,0.1454424532524993,0.34547007364537624,0.20824557003359795,7.033653959479935,16.37121126781858,34.7036119656341,73.22071504092818,138.9521141083224,D1,WR|developmental,0.6624133690169527,76.63754595244298,50.765735007549274,0.9490717765008418,0.6286778329108269,0.3375866309830473,0.046506516208918845,0.06788010372602069,0.124836254312944,0.23680113324888938,0.1863893615201798,7.819946047432552,17.069522843717053,33.07059623288338,75.66575004902043,145.9162187991484
sleeper:player:10218,sleeper:10218,Xavier Hutchinson,WR,00-0038618,25.251716325455007,3,developmental,prime,EXACT_NAME_POSITION,MAPPED_2025,PHASE2_ENTRY_SEASON,starter,0.17768595041322313,0.625,1,1,33.5,1.285089552238806,D1,WR|developmental,0.6127051058310359,45.28209144509447,27.744568631117254,1.351704222241626,0.8281960785408136,0.3872948941689641,0.06452493220271976,0.10697721442173497,0.18867226757010505,0.2018631244211587,0.0506675672153174,4.0828269806779645,13.955649224953007,31.437333300619436,68.6447607906691,122.36603234927713,D1,WR|developmental,0.4713569217445821,48.49705342179938,22.859421814581907,1.4476732364716232,0.6823708004352808,0.5286430782554179,0.05766541896053557,0.091931128878929,0.13450044523143967,0.1254391377711123,0.06182079090256556,5.466560874966561,14.443356198777181,28.61256144002611,71.92605008892949,134.99750116624108
sleeper:player:10219,sleeper:10219,Chris Rodriguez,RB,00-0038611,25.933455170195145,3,developmental,prime,EXACT_NAME_POSITION,MAPPED_2025,PHASE2_ENTRY_SEASON,premium,0.5449438202247191,0.85,1,1,110.8,1.0808483754512634,D1,RB|developmental,0.7589720147004992,89.87760708452379,68.21458852540088,0.8111697390299981,0.6156551310956758,0.24102798529950076,0.03680865747013684,0.0588368846295011,0.14139550187591243,0.3282428810420431,0.1936880896829058,9.450017014966072,18.016348925194734,35.2334344723255,83.46835548041463,177.74442233622108,D1,RB|developmental,0.5554378523292207,78.43907733892772,43.56803265581966,0.7079339110011527,0.3932132911175059,0.4445621476707793,0.0386504922091277,0.06833589082420949,0.1000550642681188,0.23236755514967203,0.11602884987809266,4.988073459574316,13.207940240354638,27.86878360128776,80.7447632371115,180.3154014048073
sleeper:player:10222,sleeper:10222,Jayden Reed,WR,00-0039146,25.344805163692616,3,developmental,prime,EXACT_NAME_POSITION,MAPPED_2025,PHASE2_ENTRY_SEASON,elite,0.731404958677686,0.2777777777777778,1,1,114.9,1.275983463881636,D1,WR|developmental,0.8532873681398054,101.20420261119993,86.35626769079842,0.8808024596275016,0.751577612626618,0.14671263186019456,0.021233322962551007,0.036624166406437224,0.07108185067767055,0.2834005168568442,0.44094751123630244,4.293041248928901,13.252626113368997,32.10220434931726,71.09244272497253,143.6684073551008,D1,WR|developmental,0.71928581839706,91.969531636611,66.15237983083404,0.8004310847398693,0.5757387278575634,0.28071418160294004,0.01895243324327372,0.04191682656447855,0.10372076253814412,0.24459749079052107,0.3100983052606425,3.1040675267733917,12.491636546196311,29.860994991747745,71.1479373916328,145.34142089602338
sleeper:player:10226,sleeper:10226,Andrei Iosivas,WR,00-0038619,25.881434937062362,3,developmental,prime,EXACT_NAME_POSITION,MAPPED_2025,PHASE2_ENTRY_SEASON,premium,0.359504132231405,0.26136363636363635,1,1,55.75,1.2796053811659192,D1,WR|developmental,0.7331109889010271,53.52473605632569,39.23957218091939,0.960084951682972,0.7038488283572985,0.2668890110989729,0.054822909756661715,0.09425741056797324,0.20068570472442543,0.286526181557069,0.09681878229489774,2.5914661145162654,12.224112871077104,30.123038057417503,68.1101576201037,127.9160968520896,D1,WR|developmental,0.5401554954771844,57.62543319438566,31.126694419200778,1.0336400572983975,0.5583263572950812,0.45984450452281556,0.040410213245827144,0.07748706687072542,0.13603491768560683,0.19099702143714745,0.0952262762378776,2.7586949198547686,11.88111471957064,26.840515165909572,70.17222125420608,136.94381671970064
sleeper:player:10227,sleeper:10227,Payne Durham,TE,00-0039050,25.213385627357166,3,developmental,prime,EXACT_NAME_POSITION,MAPPED_2025,PHASE2_ENTRY_SEASON,usable,0.0234375,0.75,1,1,10.45,1.45244019138756,D1,TE|developmental,0.5436599537852287,26.400772499435494,14.353042756937437,2.5263897128646406,1.3734969145394678,0.4563400462147713,0.1352166280273351,0.16761007625393423,0.15959618031792078,0.06612162567644357,0.015115443509595006,12.249756022330295,19.89591156613107,29.19670415963079,52.371683599211174,81.99120834074914,D1,TE|developmental,0.4119092805077036,32.69894510231433,13.468998950455196,3.12908565572386,1.288899421096191,0.5880907194922964,0.07419213773883733,0.11720252175145833,0.12122448965866756,0.07342284404575886,0.025867287312981564,15.115416830030831,20.398879276831757,27.515939430554177,56.09766642874796,96.7359975601646
sleeper:player:10229,sleeper:10229,Rashee Rice,WR,00-0039067,25.361232605734546,3,developmental,prime,EXACT_NAME_POSITION,MAPPED_2025,PHASE2_ENTRY_SEASON,elite,0.9049586776859504,0.7444444444444445,1,1,154.35,1.293783608681568,D1,WR|developmental,0.878746899431275,129.8306065582162,114.08824296431426,0.841144195388508,0.739152853672266,0.12125310056872496,0.013437542597682725,0.020067803723824735,0.03624049484812378,0.1950437245434144,0.6139573337182294,11.616124943168458,20.237521612471923,39.54362029593716,78.92356360961591,157.50182740728434,D1,WR|developmental,0.7666763490253026,114.13533294638354,87.50486035812067,0.7394579393999582,0.5669249132369334,0.23332365097469743,0.018088615961220387,0.03095088717437202,0.0696056556750392,0.20296643984589066,0.4450647503687803,8.515700342283587,18.02266950044949,36.62185524338379,76.67864924908332,154.31625344685185
sleeper:player:10231,sleeper:10231,Elijah Higgins,TE,00-0039041,24.846506088420707,3,developmental,prime,EXACT_NAME_POSITION,MAPPED_2025,PHASE2_ENTRY_SEASON,starter,0.1953125,0.9545454545454546,1,1,24.65,1.4262880324543612,D1,TE|developmental,0.7113257065598848,35.427545883771614,25.20052410745658,1.4372229567452988,1.0223336351909365,0.2886742934401152,0.06462781896400831,0.10195804791155369,0.23267012156384842,0.22936008146346207,0.08270963665701234,6.3086009346562975,13.928728250923143,23.516462442630825,48.08275416666294,83.09581248131488,D1,TE|developmental,0.5969657040185126,42.92269738597714,25.62337826339341,1.7412858980112431,1.0394879620037896,0.40303429598148743,0.05852470037216407,0.09697942175726113,0.18707752555187115,0.16052521639214237,0.09385883994507387,12.70115829663974,18.15845938508204,25.14494856428179,56.04603028094008,100.34424032667904
sleeper:player:10232,sleeper:10232,Michael Wilson,WR,00-0038559,25.52276911914687,3,developmental,prime,EXACT_NAME_POSITION,MAPPED_2025,PHASE2_ENTRY_SEASON,premium,0.5909090909090909,0.8977272727272727,1,1,94.95,1.3174881516587678,D1,WR|developmental,0.7815505279508718,82.05450932262328,64.12974508184595,0.8641865120866064,0.6754054247693096,0.21844947204912823,0.026466142707274234,0.05637105002054926,0.11292518137824388,0.33672429693481826,0.24906385690998614,5.97691877285542,15.239135306866046,33.70371775861898,72.4724156441778,140.13792215804312,D1,WR|developmental,0.6227571644191878,76.59708567097206,47.70138387522817,0.8067096963767463,0.5023842430250465,0.3772428355808122,0.040813153098635375,0.05610616535110368,0.1361423469106376,0.20813063610645588,0.1815648629523553,6.700397553244137,15.996503552928715,32.244293458963355,74.85759772708941,146.28625495306667
sleeper:player:10235,sleeper:10235,Roschon Johnson,RB,00-0039021,24.58366701574981,3,developmental,prime,EXACT_NAME_POSITION,MAPPED_2025,PHASE2_ENTRY_SEASON,usable,0.028089887640449437,0.625,1,1,8.5,1.0832941176470587,D1,RB|developmental,0.5159915458399882,26.466138365282685,13.65630364751723,3.1136633370920808,1.6066239585314388,0.4840084541600118,0.14798776563513028,0.17838298602805838,0.1282893810306296,0.051922784203684104,0.009408628942485816,7.652430105866621,16.273113316963645,32.64011216308765,76.61329464466235,154.71284145387847,D1,RB|developmental,0.34398419816452286,29.50858469080148,10.150486843835262,3.471598198917821,1.1941749228041485,0.6560158018354771,0.08124263898808247,0.11889143060757865,0.08005528013263284,0.05011529309584665,0.013679555340382198,5.310545778431909,13.003348662323312,28.16126283220978,73.78865235368912,162.33419765087973
