index,horizon,cohort,n,median_production_model_source_points_elasticity,median_state_mix_source_points_elasticity,median_combined_conditional_points_elasticity,mean_combined_conditional_points_elasticity,mean_retention_change_for_10pct_source_increase,median_conditional_points_change_for_source_percentile_plus_0_05,median_conditional_points_change_for_state_percentile_plus_0_05,median_active_elite_share,median_active_premium_share
0,2,RB developmental top-decile 2014-2020,79,0.0751576283646115,-0.1054390182989938,-0.0266075446749628,-0.0149355132814285,-0.0657697060896631,-0.2849492433137754,2.143085744823793,0.661797137636887,0.2480890452490961
1,3,RB developmental top-decile 2014-2020,79,0.0503573245040487,-0.0911038101152384,-0.0339644769727997,-0.0391783162606053,-0.0589188415854605,0.4102483640304228,1.0754509308122806,0.539563453944535,0.3259965396453016
