index,horizon,n_active,realized_retention_median,d1_retention_median,d1r_retention_median,d1_mean_retention_bias,d1r_mean_retention_bias,bias_improvement_toward_zero,d1_point_bias,d1r_point_bias
0,2,3,0.7272334915839448,0.5728315642534764,0.5633301278806572,-0.1119769913492487,-0.1187972114864689,-0.0068202201372202,-27.403080505548477,-28.908248332535734
1,3,3,0.7276650841605524,0.4988108332043628,0.4824490508050717,-0.2093789039244558,-0.2236254460457628,-0.0142465421213069,-59.9425982928336,-63.769060430376726
