model,n,mae,rmse,bias,spearman,actual_zero_rate,pred_zero_rate,zero_gap,zero_brier,actual_p90,pred_p90,actual_p95,pred_p95,tail_n,tail_rmse
zero_omission,177,0.256120527306968,0.8852845946696022,-0.256120527306968,0.0,0.8700564971751412,1.0,0.12994350282485878,0.12994350282485875,1.1333333333333333,0.0,1.1333333333333333,0.0,23,2.4558714029496915
position_game_rate,177,0.6853884522792602,1.0531819396883675,0.5452402724228007,0.3646188933934986,0.8700564971751412,0.6228652005044493,0.24719129667069195,0.15514103222345949,1.1333333333333333,3.0357142857142856,1.1333333333333333,3.126959847036329,23,1.4995492965284682
position_opportunity_rate,177,0.6853884522792602,1.0531819396883673,0.5452402724228007,0.3646188933934986,0.8700564971751412,0.6228652005044493,0.24719129667069195,0.15514103222345949,1.1333333333333333,3.0357142857142856,1.1333333333333333,3.1269598470363285,23,1.4995492965284682
calibrated_position_opportunity_rate,177,0.48413532011847943,0.789918699230448,0.2769817825384787,0.3584635656584059,0.8700564971751412,0.7056324095587342,0.16442408761640703,0.11572376518281939,1.1333333333333333,1.9938891308538131,1.1333333333333333,2.1115195919382383,23,1.4307406595202277
player_history_shrunk,177,0.6853884522792602,1.0531819396883673,0.5452402724228007,0.3646188933934986,0.8700564971751412,0.6228652005044493,0.24719129667069195,0.15514103222345949,1.1333333333333333,3.0357142857142856,1.1333333333333333,3.1269598470363285,23,1.4995492965284682
player_history_plus_current,177,0.6853884522792602,1.0531819396883675,0.5452402724228007,0.3646188933934986,0.8700564971751412,0.6228652005044493,0.24719129667069195,0.15514103222345949,1.1333333333333333,3.035714285714286,1.1333333333333333,3.126959847036329,23,1.4995492965284682
