player_id,historical_gsis_id,identity_method,position,evidence_tier,weeks_observed_current,current_opportunities,current_fumbles_lost,history_games,history_opportunities,history_fumbles_lost,predicted_season_equivalent_fumbles_lost,predictive_stddev,model
sleeper:player:8142,00-0037664,retained_gsis,WR,history_plus_current,2,5.0,0.0,64,157.0,0.0,0.14606086,0.44249225,calibrated_position_opportunity_rate
sleeper:player:8144,00-0037239,retained_gsis,WR,history_plus_current,2,18.0,0.0,55,293.0,3.0,0.38761315,0.62258585,calibrated_position_opportunity_rate
sleeper:player:8146,00-0037740,retained_gsis,WR,history_plus_current,2,11.0,0.0,58,325.0,5.0,0.32948168,0.57400495,calibrated_position_opportunity_rate
sleeper:player:8148,00-0037240,retained_gsis,WR,history_plus_current,2,6.0,0.0,50,169.0,0.0,0.19247987,0.44249225,calibrated_position_opportunity_rate
sleeper:player:8150,00-0037840,retained_gsis,RB,history_plus_current,2,28.0,1.0,53,949.0,7.0,0.77244664,0.87888944,calibrated_position_opportunity_rate
sleeper:player:8151,00-0038134,retained_gsis,RB,history_plus_current,2,56.0,0.0,58,954.0,0.0,0.94435032,0.97177689,calibrated_position_opportunity_rate
sleeper:player:8154,00-0037746,retained_gsis,RB,history_plus_current,2,22.0,0.0,58,735.0,4.0,0.56361565,0.7507434,calibrated_position_opportunity_rate
sleeper:player:8155,00-0038120,retained_gsis,RB,history_plus_current,2,45.0,0.0,56,943.0,5.0,0.87118647,0.9333737,calibrated_position_opportunity_rate
sleeper:player:8160,00-0038102,retained_gsis,QB,history_plus_current,2,3.0,0.0,36,973.0,2.0,1.05780949,1.72663038,calibrated_position_opportunity_rate
sleeper:player:8161,00-0038128,retained_gsis,QB,history_plus_current,2,67.0,0.0,19,254.0,5.0,1.14694386,1.72663038,calibrated_position_opportunity_rate
sleeper:player:8167,00-0038124,retained_gsis,WR,history_plus_current,2,10.0,0.0,47,149.0,1.0,0.22364791,0.47291427,calibrated_position_opportunity_rate
sleeper:player:8172,00-0037252,retained_gsis,TE,history_plus_current,2,4.0,0.0,25,68.0,1.0,0.14536998,0.45240602,calibrated_position_opportunity_rate
sleeper:player:8180,00-0037291,retained_gsis,WR,history_plus_current,2,4.0,0.0,43,74.0,0.0,0.10732055,0.44249225,calibrated_position_opportunity_rate
sleeper:player:8183,00-0037834,retained_gsis,QB,history_plus_current,2,64.0,0.0,49,1594.0,7.0,1.84810112,1.72663038,calibrated_position_opportunity_rate
sleeper:player:8188,00-0038104,retained_gsis,WR,history_plus_current,2,4.0,0.0,37,64.0,0.0,0.10766763,0.44249225,calibrated_position_opportunity_rate
sleeper:player:8205,00-0037197,retained_gsis,RB,history_only,0,0.0,0.0,51,664.0,3.0,0.60570281,0.77826911,calibrated_position_opportunity_rate
sleeper:player:8225,00-0038115,retained_gsis,TE,history_plus_current,2,1.0,0.0,50,89.0,1.0,0.07932824,0.45240602,calibrated_position_opportunity_rate
sleeper:player:8228,00-0037228,retained_gsis,RB,history_plus_current,2,28.0,1.0,64,724.0,3.0,0.56796041,0.75363148,calibrated_position_opportunity_rate
sleeper:player:827,00-0028118,retained_gsis,QB,history_only,0,0.0,0.0,26,633.0,2.0,1.390694,1.72663038,calibrated_position_opportunity_rate
sleeper:player:8408,00-0037525,retained_gsis,RB,history_plus_current,1,15.0,0.0,56,423.0,2.0,0.42069501,0.73752057,calibrated_position_opportunity_rate
sleeper:player:8676,00-0037545,retained_gsis,WR,history_plus_current,2,5.0,0.0,51,179.0,1.0,0.18773902,0.44249225,calibrated_position_opportunity_rate
sleeper:player:8698,00-0037112,retained_gsis,TE,history_only,0,0.0,0.0,13,34.0,0.0,0.15330581,0.45240602,calibrated_position_opportunity_rate
sleeper:player:8800,00-0037563,retained_gsis,RB,history_only,0,0.0,0.0,17,98.0,0.0,0.26818769,0.73752057,calibrated_position_opportunity_rate
sleeper:player:8917,00-0037801,retained_gsis,WR,history_plus_current,2,2.0,0.0,65,117.0,2.0,0.09071797,0.44249225,calibrated_position_opportunity_rate
sleeper:player:9221,00-0039139,retained_gsis,RB,history_plus_current,2,56.0,1.0,49,856.0,3.0,0.97602001,0.98793725,calibrated_position_opportunity_rate
sleeper:player:9224,00-0038597,retained_gsis,RB,history_plus_current,2,44.0,0.0,45,642.0,1.0,0.78364322,0.88523625,calibrated_position_opportunity_rate
sleeper:player:9225,00-0038555,retained_gsis,RB,history_plus_current,2,16.0,0.0,44,292.0,2.0,0.32988579,0.73752057,calibrated_position_opportunity_rate
sleeper:player:9226,00-0039040,retained_gsis,RB,history_plus_current,2,38.0,0.0,44,716.0,1.0,0.79933864,0.8940574,calibrated_position_opportunity_rate
sleeper:player:9228,00-0039150,retained_gsis,QB,history_plus_current,2,80.0,0.0,46,1643.0,12.0,2.12178188,1.72663038,calibrated_position_opportunity_rate
sleeper:player:9230,00-0038400,retained_gsis,QB,history_only,0,0.0,0.0,6,106.0,0.0,1.00915026,1.72663038,calibrated_position_opportunity_rate
sleeper:player:9479,00-0038558,retained_gsis,TE,history_plus_current,2,3.0,0.0,34,57.0,1.0,0.0948215,0.45240602,calibrated_position_opportunity_rate
sleeper:player:9480,00-0038935,retained_gsis,TE,history_plus_current,2,4.0,0.0,33,91.0,1.0,0.14683837,0.45240602,calibrated_position_opportunity_rate
sleeper:player:9481,00-0039144,retained_gsis,TE,history_only,0,0.0,0.0,31,65.0,0.0,0.12290646,0.45240602,calibrated_position_opportunity_rate
sleeper:player:9482,00-0039066,retained_gsis,TE,history_plus_current,2,9.0,0.0,37,83.0,0.0,0.17558675,0.45240602,calibrated_position_opportunity_rate
sleeper:player:9484,00-0038996,retained_gsis,TE,history_plus_current,2,5.0,0.0,39,117.0,1.0,0.1660813,0.45240602,calibrated_position_opportunity_rate
sleeper:player:9486,00-0038393,retained_gsis,WR,history_plus_current,2,7.0,0.0,45,110.0,1.0,0.16543978,0.44249225,calibrated_position_opportunity_rate
sleeper:player:9487,00-0038606,retained_gsis,WR,history_plus_current,2,12.0,0.0,38,113.0,1.0,0.23561761,0.48540459,calibrated_position_opportunity_rate
sleeper:player:9488,00-0038543,retained_gsis,WR,history_plus_current,2,17.0,0.0,51,294.0,1.0,0.395006,0.62849502,calibrated_position_opportunity_rate
sleeper:player:9493,00-0039075,retained_gsis,WR,history_plus_current,1,5.0,0.0,44,346.0,1.0,0.43135857,0.65677894,calibrated_position_opportunity_rate
sleeper:player:9500,00-0038997,retained_gsis,WR,history_plus_current,2,9.0,0.0,47,201.0,0.0,0.25742588,0.50737154,calibrated_position_opportunity_rate
sleeper:player:9501,00-0038621,retained_gsis,WR,history_plus_current,2,6.0,0.0,46,164.0,1.0,0.19978532,0.44697351,calibrated_position_opportunity_rate
sleeper:player:9502,00-0038977,retained_gsis,WR,history_only,0,0.0,0.0,24,118.0,0.0,0.29088914,0.5393414,calibrated_position_opportunity_rate
sleeper:player:9504,00-0038608,retained_gsis,WR,history_plus_current,2,4.0,0.0,32,78.0,0.0,0.13558392,0.44249225,calibrated_position_opportunity_rate
sleeper:player:9506,00-0038951,retained_gsis,RB,history_only,0,0.0,0.0,37,170.0,0.0,0.21375136,0.73752057,calibrated_position_opportunity_rate
sleeper:player:9508,00-0039032,retained_gsis,RB,history_plus_current,2,14.0,0.0,42,383.0,0.0,0.39137854,0.73752057,calibrated_position_opportunity_rate
sleeper:player:9509,00-0038542,retained_gsis,RB,history_plus_current,2,48.0,0.0,51,1003.0,6.0,0.9821386,0.99102906,calibrated_position_opportunity_rate
sleeper:player:9511,00-0038454,retained_gsis,RB,history_plus_current,2,10.0,0.0,24,140.0,0.0,0.25845753,0.73752057,calibrated_position_opportunity_rate
sleeper:player:96,00-0023459,retained_gsis,QB,history_plus_current,2,89.0,1.0,67,2398.0,7.0,2.21026925,1.72663038,calibrated_position_opportunity_rate
sleeper:player:9753,00-0039165,retained_gsis,RB,history_only,0,0.0,0.0,49,522.0,0.0,0.49560549,0.73752057,calibrated_position_opportunity_rate
sleeper:player:9754,00-0038544,retained_gsis,WR,history_plus_current,2,4.0,0.0,45,152.0,1.0,0.17267092,0.44249225,calibrated_position_opportunity_rate
sleeper:player:9756,00-0038994,retained_gsis,WR,history_plus_current,2,2.0,0.0,46,181.0,0.0,0.17491934,0.44249225,calibrated_position_opportunity_rate
sleeper:player:9757,00-0038551,retained_gsis,RB,history_plus_current,1,9.0,0.0,20,147.0,0.0,0.35729168,0.73752057,calibrated_position_opportunity_rate
sleeper:player:9758,00-0039163,retained_gsis,QB,history_plus_current,2,105.0,2.0,46,1706.0,8.0,2.41194362,1.72663038,calibrated_position_opportunity_rate
sleeper:player:9997,00-0039064,retained_gsis,WR,history_plus_current,1,5.0,0.0,50,264.0,3.0,0.30907218,0.55594261,calibrated_position_opportunity_rate
