index,position,horizon,n,origins,active_brier,active_logloss,six_state_brier,six_state_logloss,actual_active_rate,mean_p_active
0,QB,2,711,10,0.1892091637590332,0.5578123665825547,0.6364727095956147,1.3881033182807694,0.6554149085794655,0.6231975999576534
1,QB,3,637,9,0.200252554650396,0.5901917356638462,0.6229909734547724,1.337626057731675,0.576138147566719,0.5401846805819311
2,RB,2,1655,10,0.1917684285259777,0.5636573352403605,0.6567970673321917,1.3770292329753964,0.5836858006042296,0.590546265263798
3,RB,3,1501,9,0.1975395251479934,0.5770639706730979,0.5726053329028997,1.2189579606870822,0.4450366422385076,0.4520342773928086
4,WR,2,2156,10,0.1754326428534164,0.525026100531725,0.624564606847616,1.315773351025187,0.5839517625231911,0.5774582314326736
5,WR,3,1943,9,0.180344995808186,0.537999076396785,0.5562847972738819,1.1930601222219437,0.4688625836335564,0.4579959352943015
6,TE,2,1204,10,0.1872720974304075,0.5500667633484568,0.6721214265752664,1.3928018293073865,0.6196013289036545,0.5997500743974349
7,TE,3,1087,9,0.1954353929307478,0.5739521821440213,0.6043449442459699,1.278943117548638,0.499540018399264,0.4713266921206144
