index,position,horizon,career_stage,origin,n,current,alternative,crps_gain_current_vs_alt,mae_gain_current_vs_alt,current_crps,alternative_crps,current_mae,alternative_mae,active_n,p_active_mean,actual_active_rate,conditional_active_retention_bias
102,RB,3,established,2020,48,D1,D0,2.762177669861713,-0.0508499297409867,14.68618479713578,17.448362466997494,25.12015618336828,25.069306253627285,14,0.3226834288652968,0.2916666666666667,0.4312698356859271
103,RB,3,established,2021,59,D1,D0,3.3308487718198925,-0.1090836418854084,19.37284843171048,22.703697203530364,29.43144411689249,29.322360475007077,22,0.3592870174967428,0.3728813559322034,-0.9463706028366948
104,RB,3,established,2022,59,D1,D0,4.265225461173241,-0.0460029533992249,18.001914476135752,22.267139937309,29.885766802257027,29.839763848857807,15,0.3665256893496219,0.2542372881355932,0.0155850053932238
105,RB,3,veteran,2014,4,D0,D1,-3.901957911138745,0.6965731416793941,29.91702282172594,26.0150649105872,40.74859748451803,41.445170626197424,2,0.3311485341322089,0.5,0.0386084939509435
106,RB,3,veteran,2015,7,D0,D1,1.8303172880017853,0.5525425549754951,11.81635040949379,13.646667697495571,17.45805205897471,18.010594613950207,2,0.1570361235924193,0.2857142857142857,-0.0275552091032821
107,RB,3,veteran,2016,6,D0,D1,0.9775897249354942,0.9215644386961328,32.085698499227455,33.063288224162946,35.06111115113406,35.982675589830194,3,0.1485109311452862,0.5,-4.514797225166518
108,RB,3,veteran,2017,11,D0,D1,-0.9110629808487786,0.8659564909325045,17.698254179095628,16.787191198246845,22.720621231098285,23.58657772203079,2,0.1438541237483354,0.1818181818181818,-0.7599354229418638
109,RB,3,veteran,2018,7,D0,D1,-0.1182032698655389,0.5828631909591291,3.047705034785885,2.929501764920346,4.391738431347323,4.974601622306453,1,0.1174238771320608,0.1428571428571428,0.2332641599612297
110,RB,3,veteran,2019,6,D0,D1,-0.1885513432941532,1.9792523822667685,0.8760529635451543,0.687501620251001,4.004677789320777,5.983930171587544,0,0.0938323101369668,0.0,
111,RB,3,veteran,2020,8,D0,D1,-0.2507578108338718,1.228686646983641,0.5299232745971405,0.2791654637632687,2.613411707895585,3.8420983548792265,0,0.108438064484421,0.0,
112,RB,3,veteran,2021,4,D0,D1,-0.2015533599291715,1.2103396567889375,0.4862275727790148,0.2846742128498433,2.999434488619671,4.209774145408609,0,0.097465319843766,0.0,
113,RB,3,veteran,2022,8,D0,D1,-0.0836390539809444,2.7493243716502627,5.775797238513576,5.692158184532632,10.383615809943626,13.132940181593888,1,0.1624772481662007,0.125,-0.2304662543129161
114,WR,2,developmental,2014,120,D1,D0,4.6183315780962895,0.842371239927968,20.437890596292224,25.05622217438852,29.27681950900087,30.119190748928837,71,0.6365493675465342,0.5916666666666667,-0.160586764478242
115,WR,2,developmental,2015,128,D1,D0,2.5941487241493446,-0.1305316860115823,23.143589059562387,25.737737783711733,32.000740773489866,31.87020908747828,80,0.6144998407808162,0.625,-0.2679227835639099
