index,position,horizon,career_stage,magnitude_bin,n,origins,source_percentile_mean,source_points_mean,target_points_mean,active_rate,active_retention_mean,active_retention_median,p_active_mean,current_crps_mean,alternative_crps_mean,crps_gain_current_vs_alt,conditional_retention_bias_active
67,RB,2,developmental,"(0.7, 0.8]",104,10,0.750851606476682,94.44596153846152,83.07884615384616,0.8653846153846154,1.0171522834061664,0.8467801623865628,0.805406053510051,40.947192968492544,50.40374527522237,9.45655230672982,-0.0349252685485872
68,RB,2,developmental,"(0.8, 0.9]",105,10,0.8515074248952409,137.78780952380953,85.6367619047619,0.8285714285714286,0.7491255410756864,0.5928825622775801,0.9120765942730742,50.80720971177673,67.24727687146374,16.440067159686997,0.1114345513757521
69,RB,2,developmental,"(0.9, 1.0]",99,10,0.9517473238904456,215.66525252525253,149.80545454545455,0.98989898989899,0.7173591424133193,0.7118811662733877,0.9329984351063476,51.05862242009243,62.4602399278362,11.401617507743756,-0.0019521890403009
70,RB,2,established,"(-0.001, 0.1]",38,10,0.0426785705572559,1.2289473684210526,2.7184210526315797,0.131578947368421,28.203196158680036,8.73076923076923,0.1655544192014396,2.541534811577593,2.612526249965513,0.0709914383879195,-19.09972362858949
71,RB,2,established,"(0.1, 0.2]",40,10,0.1492418083356278,4.5625,10.135,0.35,11.4544530637701,1.421602787456446,0.2617933046896437,9.422457651254607,9.782378807702813,0.3599211564482035,-7.042017141988944
72,RB,2,established,"(0.2, 0.3]",51,10,0.2544052155007481,9.201960784313725,7.541176470588236,0.3725490196078431,2.5666159639655093,1.909090909090909,0.3355812180903995,5.813920798342389,6.116552135646584,0.3026313373041956,-0.2765941689926544
73,RB,2,established,"(0.3, 0.4]",59,10,0.3512692283938054,15.630847457627118,3.559322033898305,0.3220338983050847,0.7204124665435305,0.6114649681528662,0.3756520402799104,3.673894624526565,5.311644280161873,1.6377496556353062,0.5701347097672285
74,RB,2,established,"(0.4, 0.5]",47,10,0.4520055776470449,25.76170212765957,15.529361702127655,0.3829787234042553,1.5395610952007888,1.3,0.4394222405054673,12.766134966026284,13.847343505640191,1.0812085396139106,-0.4587088496777319
75,RB,2,established,"(0.5, 0.6]",58,10,0.5496655282046132,41.86379310344827,12.332758620689656,0.3275862068965517,0.951626714412496,0.7467532467532467,0.5384968190604874,11.791293022933726,16.438391950826382,4.6470989278926575,0.0293573638383542
76,RB,2,established,"(0.6, 0.7]",55,10,0.6453234954414657,63.4290909090909,22.718181818181822,0.4363636363636363,0.8383580922662932,0.6142768585189071,0.6320520764273775,19.68541860924409,26.41645084438539,6.7310322351413046,-0.001932401359027
