position,horizon,career_stage,route,curve_mode,t,source_points,source_percentile,state_percentile,active_probability,conditional_points,expected_points,premium_mean,elite_mean
TE,3,developmental,D1,magnitude_only,0.60,72.44,0.4765625,0.7,0.7542451541094727,59.218011816297484,44.66489844843987,60.42732267134154,110.5852243800029
TE,3,developmental,D1,joint_evidence,0.60,72.44,0.5809375,0.6498909090909092,0.7542451541094727,55.82452381047704,42.10537656452118,56.52233657168486,108.6665575578258
TE,3,developmental,D1,magnitude_only,0.65,77.3575,0.4765625,0.7,0.7586029784176881,60.0035835805439,45.51889721993529,61.42584433308949,111.61500475796456
TE,3,developmental,D1,joint_evidence,0.65,77.3575,0.6253125,0.6868818181818183,0.7586029784176881,55.79921759053266,42.32945265755473,55.86065456232129,108.88061731079
TE,3,developmental,D1,magnitude_only,0.70,82.27499999999999,0.4765625,0.7,0.7626138069039801,60.725669686107786,46.31023413611628,62.363569298144796,112.58208519891193
TE,3,developmental,D1,joint_evidence,0.70,82.27499999999999,0.6696875,0.7238727272727274,0.7626138069039801,55.71698691395271,42.49054349966872,55.13817585626507,109.03197712673995
TE,3,developmental,D1,magnitude_only,0.75,87.1925,0.4765625,0.7,0.7663210534140944,61.391496791990185,47.04559649230592,63.247478002773164,113.49366466163727
TE,3,developmental,D1,joint_evidence,0.75,87.1925,0.7140625,0.7608636363636365,0.7663210534140944,55.58467815315622,42.59570911601007,54.36188088978191,109.1278359644678
TE,3,developmental,D1,magnitude_only,0.80,92.11000000000001,0.4765625,0.7,0.7697607267347647,62.00713044835855,47.730653796665834,64.08341367428316,114.3557692956542
TE,3,developmental,D1,joint_evidence,0.80,92.11000000000001,0.7584375000000001,0.7978545454545456,0.7697607267347647,55.40803486782764,42.650929186804184,53.537612890180384,109.17421997348731
TE,3,developmental,D1,magnitude_only,0.85,97.0275,0.4765625,0.7,0.7729629997948523,62.577712227423824,48.37025616360852,64.87631668176289,115.17349412828332
TE,3,developmental,D1,joint_evidence,0.85,97.0275,0.8028125,0.8348454545454547,0.7729629997948523,55.720612690714276,43.06997193582162,52.67031222654859,109.17622418111895
TE,3,developmental,D1,magnitude_only,0.90,101.94500000000001,0.4765625,0.7,0.7759533872532296,63.10763914666228,48.968586357407105,65.63040146567894,115.95118553303146
TE,3,developmental,D1,joint_evidence,0.90,101.94500000000001,0.8471875000000001,0.8718363636363637,0.7759533872532296,56.029464578168884,43.47625282541499,51.76419333935311,109.13819496086967
TE,3,developmental,D1,magnitude_only,0.95,106.8625,0.4765625,0.7,0.7787536426586498,63.60070147297265,49.529277947722804,66.34929214388286,116.69258108074348
TE,3,developmental,D1,joint_evidence,0.95,106.8625,0.8915625,0.9088272727272728,0.7787536426586498,56.30511172311912,43.847810854681256,50.822880346445515,109.06386988358423
TE,3,developmental,D1,magnitude_only,1.00,111.78,0.4765625,0.7,0.7813824513047875,64.06018999161651,50.05550828669972,67.03612786080836,117.40091818675575
TE,3,developmental,D1,joint_evidence,1.00,111.78,0.9359375000000001,0.9458181818181819,0.7813824513047875,56.550293105933406,44.187406649118465,49.8495123922595,108.95648636459907
TE,3,established,D1,magnitude_only,0.00,21.335,0.5234375,0.82,0.5347124201026433,40.192416700166426,21.491384403519888,38.64956476368464,89.12544807795446
TE,3,established,D1,joint_evidence,0.00,21.335,0.1546875,0.08800000000000001,0.5347124201026433,41.84130366353272,22.373064742177178,52.44562343911842,95.90397158145439
TE,3,established,D1,magnitude_only,0.05,25.101750000000003,0.5234375,0.82,0.5500608827700698,42.29470856356474,23.26466472897725,41.05058231613079,91.60162947428223
TE,3,established,D1,joint_evidence,0.05,25.101750000000003,0.1884375,0.12294545454545455,0.5500608827700698,43.633200964345654,24.00091704053183,53.583950875507924,97.75974574186861
TE,3,established,D1,magnitude_only,0.10,28.8685,0.5234375,0.82,0.5631841868751568,44.22062512335454,24.904356803207556,43.12737074485055,93.74343175559645
TE,3,established,D1,joint_evidence,0.10,28.8685,0.2221875,0.1578909090909091,0.5631841868751568,45.14371628357904,25.42422714769024,54.398049188171036,99.28114078726927
TE,3,established,D1,magnitude_only,0.15,32.63525,0.5234375,0.82,0.5746069856391046,45.91401479524302,26.382513640083843,44.95716930380647,95.63051215036401
TE,3,established,D1,joint_evidence,0.15,32.63525,0.25593750000000004,0.19283636363636364,0.5746069856391046,46.445241334037895,26.687760120232262,54.9651576310703,100.54781394612328
TE,3,established,D1,magnitude_only,0.20,36.402,0.5234375,0.82,0.5846894552400066,47.40908952916099,27.719594730229836,46.59253141145087,97.31706926157
TE,3,established,D1,joint_evidence,0.20,36.402,0.2896875,0.2277818181818182,0.5846894552400066,47.35734749361476,27.689341707653305,55.337829622658056,101.61396382141572
TE,3,established,D1,magnitude_only,0.25,40.16875,0.5234375,0.82,0.5936894486500636,48.743351329714685,28.938413376294655,48.07083862622151,98.84165487717402
TE,3,established,D1,joint_evidence,0.25,40.16875,0.32343750000000004,0.26272727272727275,0.5936894486500636,48.066987738748004,28.536863448886667,55.55344672137204,102.5181422011062
TE,3,established,D1,magnitude_only,0.30,43.935500000000005,0.5234375,0.82,0.6017978164607621,49.944541454038706,30.05651599117451,49.41963140282215,100.23267160569276
TE,3,established,D1,joint_evidence,0.30,43.935500000000005,0.3571875,0.29767272727272726,0.6017978164607621,48.656989747780734,29.281670185768135,55.63954938191603,103.28875169371139
TE,3,established,D1,magnitude_only,0.35,47.70225000000001,0.5234375,0.82,0.6091597006059591,51.03376667279738,31.087714027195627,50.65978649098606,101.51164974341782
TE,3,established,D1,joint_evidence,0.35,47.70225000000001,0.3909375,0.3326181818181818,0.6091597006059591,49.14687236853411,29.938294057735526,55.61701435402328,103.94732259552288
TE,3,established,D1,magnitude_only,0.40,51.46900000000001,0.5234375,0.82,0.6158879967088429,52.02746468276823,32.0430909973102,51.80750720866387,102.69529985309666
TE,3,established,D1,joint_evidence,0.40,51.46900000000001,0.4246875,0.3675636363636364,0.6158879967088429,49.55182920949734,30.51837682509604,55.50204495564444,104.51056546928817
