index,candidate,n,observed_downside,predicted_downside,observed_survivor,predicted_survivor,downside_abs_error,survivor_abs_error,tail_abs_error_sum,tail_abs_error_improvement_vs_D1
0,D1,41,0.2195121951219512,0.4583909031906198,0.4878048780487805,0.3219309074228393,0.2388787080686685,0.1658739706259411,0.4047526786946097,0.0
1,S1,41,0.2195121951219512,0.4212691976233375,0.4878048780487805,0.2692042809524834,0.2017570025013862,0.2186005970962971,0.4203575995976833,-0.0156049209030735
2,S2,41,0.2195121951219512,0.4234425326079871,0.4878048780487805,0.2703416234840961,0.2039303374860359,0.2174632545646843,0.4213935920507202,-0.0166409133561105
