index,horizon,candidate,pooled_n,pooled_crps_gain,pooled_crps_ci_low,pooled_crps_ci_high,pooled_mae_gain,pooled_mae_ci_low,pooled_mae_ci_high,below_p90_crps_gain,below_p90_crps_ci_low,below_p90_crps_ci_high,p90_active_n,p90_d1_mean_ret_bias,p90_candidate_mean_ret_bias,old_high_225_5_active_n,old_high_d1_mean_ret_bias,old_high_candidate_mean_ret_bias,early_crps_gain,early_mae_gain,mid_crps_gain,mid_mae_gain,validation_crps_gain,validation_mae_gain
0,2,D1H90,773,0.0398992872144379,-0.1892134298437549,0.3142168606979849,0.3176097925605752,0.0413012605259369,0.6308783398967899,0.0733015746131372,-0.0154653085184756,0.1677958292686903,78,0.013777071949975,0.0425726860250913,25,0.0088922059857508,0.0581216135558996,0.1370548361441954,0.3375753229726832,-0.2072899349644053,0.2456002406227909,0.1384337941445554,0.3585050475329809
1,3,D1H90,773,0.205965042753923,0.0229172978231383,0.4345689865707882,0.3586126204929223,0.0917765044526259,0.63273664687609,0.1032914491943761,0.0281692752416591,0.1840252531178563,72,-0.0259787616627587,0.0013717076004477,25,-0.1256649091677378,-0.0817397154726205,0.2329305874343653,0.3857962152524802,0.0511816859705502,0.2041945127377998,0.3171912246903368,0.4691644557039329
