index,position,horizon,n,active_brier,active_logloss,six_state_brier,six_state_logloss
0,QB,2,153,0.1681397510723435,0.4989632864172083,0.678797273406815,1.3924308948044386
1,QB,3,153,0.1704468484364239,0.5128782517582184,0.5934907993253835,1.2617562848452888
2,RB,2,343,0.200049170743863,0.5826873551473214,0.6447296438414464,1.339787649263009
3,RB,3,343,0.1903951531741399,0.5593731615203018,0.5383760277363532,1.1547525788445718
4,WR,2,467,0.1697174079683579,0.512996998041076,0.586156446697166,1.2347720750297322
5,WR,3,467,0.1827691630031017,0.5407277944696226,0.5558742456670798,1.1882838266161675
6,TE,2,247,0.1722493104310807,0.5097525657428018,0.6303752902136439,1.2993070483582403
7,TE,3,247,0.166335272566532,0.5086937965946593,0.5835114141519223,1.2505813215192314
