index,horizon,n,d1_crps,m1_crps,crps_gain,d1_brier4,m1_brier4,brier4_gain,d1_mae,m1_mae,mae_gain,mean_expected_change,max_prob_norm_error
0,2,213,20.66084744427301,22.48550746036125,-1.82466001608824,0.6640569442246231,0.6571124328278015,0.0069445113968216,31.36582424874031,51.148882018018966,-19.783057769278656,33.77153757920566,2.220446049250313e-16
1,3,213,21.472279835969367,22.38522247702224,-0.912942641052872,0.5963373080583421,0.5911817613023271,0.0051555467560149,34.03092005669329,47.840507533073165,-13.809587476379871,29.644526080017908,2.220446049250313e-16
