index,horizon,abs_mu_decline_diff,abs_mu_survivor_diff,abs_beta1_diff
0,2,2.090726768971818e-05,0.0001300152444061,6.512445714523807e-05
1,3,2.8330023490230616e-05,0.00013958055958,5.074648992398068e-05
