index,candidate,selection_Y3_crps_gain,selection_Y3_mae_gain,locked_Y3_crps_gain,locked_Y3_mae_gain,authority
0,D1H90_mean_reference,0.205965042753923,0.3586126204929223,0.0979040549855102,0.1317513238090922,FAILED_PRIOR_STAGE
1,S1_shape_reference,0.8114895525391524,0.0,0.5133238963546701,0.0,FAILED_TAIL_GATE_PRIOR_STAGE
2,S2_shape_reference,0.8064755330602162,0.0,0.504605869176307,0.0,FAILED_TAIL_GATE_PRIOR_STAGE
3,M1_two_component,-1.325070129365494,-55.662921334402746,-0.912942641052872,-13.809587476379871,FAILED_PREHOLDOUT
