index,horizon,candidate,n,crps_gain_D1_minus_candidate,crps_ci_low,crps_ci_high,mae_gain_D1_minus_candidate,mae_ci_low,mae_ci_high,p90_active_n,p90_realized_ret_median,p90_d1_ret_median,p90_candidate_ret_median,p90_d1_mean_bias,p90_candidate_mean_bias,old_high_225_5_active_n,old_high_realized_ret_median,old_high_d1_ret_median,old_high_candidate_ret_median
0,2,D1T90,213,-0.0209146467926513,-0.1447107660582625,0.0836409976260135,0.1148784600824835,-0.0858205419955799,0.3325286352363746,14,0.7590152277654069,0.7268702127960032,0.750883008300937,0.1083964158266709,0.1290067756986227,3,0.7272334915839448,0.5728315642534764,0.5881390057273606
1,2,D1H90,213,-0.0063294214157628,-0.2103962849760857,0.2161894675357013,0.0496358835434901,-0.2544372229275567,0.3395654845063454,14,0.7590152277654069,0.7268702127960032,0.7299066233392465,0.1083964158266709,0.1234130672092724,3,0.7272334915839448,0.5728315642534764,0.6117919092597751
2,3,D1T90,213,0.0922026073584567,-0.0924826649847885,0.2953108898569324,0.125304685477923,-0.1203509668807389,0.3841320429041325,13,0.7276650841605524,0.622656077630319,0.6560477599013259,-0.0677416403318422,-0.0391369205786137,3,0.7276650841605524,0.4988108332043629,0.5196798251009737
3,3,D1H90,213,0.0979040549855102,-0.0830989591566867,0.3485391023684269,0.1317513238090922,-0.1220539156670051,0.4152292675142432,13,0.7276650841605524,0.622656077630319,0.6387253739238651,-0.0677416403318422,-0.0516703253556571,3,0.7276650841605524,0.4988108332043629,0.5458240257183773
