index,state,n,d1_crps,challenger_crps,crps_gain,d1_point_bias,challenger_point_bias,d1_ret_bias,challenger_ret_bias,d1_abs_ret_bias,challenger_abs_ret_bias,abs_ret_bias_worsening
0,depth,73,11.319439969321904,10.38621673653522,0.9332232327866884,2.985725878789329,1.7848461481517777,0.2185627165796368,0.0184997170892222,0.2185627165796368,0.0184997170892222,-0.2000629994904145
1,elite,118,77.00599735838138,82.31490870193807,-5.308911343556679,-6.479287015160487,-20.94958989879276,-0.4567645063080215,-1.1174728328745664,0.4567645063080215,1.1174728328745664,0.6607083265665449
2,premium,127,34.670427014866334,34.828269515328216,-0.1578425004619018,0.942382095954264,-5.942074422466971,0.634772676311051,-0.0636406053397347,0.634772676311051,0.0636406053397347,-0.5711320709713162
3,starter,107,20.15770037487723,19.42877580162192,0.7289245732553113,2.980650983007982,-0.0809632883995515,1.088941268584125,0.258651114716725,1.088941268584125,0.258651114716725,-0.8302901538674003
4,usable,94,16.23596185043202,14.999562800010237,1.2363990504217837,5.462522531359583,2.51855036518041,0.2793342509832016,0.0334360232845698,0.2793342509832016,0.0334360232845698,-0.2458982276986318
