index,omit_origin,n,crps_gain,mae_gain
0,2014,882,-0.0122770531310231,0.9323118521225155
1,2015,871,-0.0168492948363558,0.9358052562390302
2,2016,876,-0.0188727869587087,0.9004788160978331
3,2017,878,0.0068792916266554,0.8969179988912788
4,2018,875,0.0527190544858619,0.945960027184918
5,2019,874,0.1001060309251505,1.0388450346522355
6,2020,873,-0.0306927937390914,0.8898989170915289
7,2021,874,-0.0121986047404819,0.8768913396569662
8,2022,885,0.0615649414435309,1.011813687312582
