index,state,n,d1_point_bias,challenger_point_bias,d1_ret_bias,challenger_ret_bias,d1_abs_ret_bias,challenger_abs_ret_bias,d1_cov10_90,challenger_cov10_90,d1_cov25_75,challenger_cov25_75
0,depth,73,2.985725878789329,4.154949111286179,0.2185627165796368,0.4275328031067681,0.2185627165796368,0.4275328031067681,0.9863013698630136,0.9863013698630136,0.726027397260274,0.7397260273972602
1,elite,118,-6.479287015160487,5.110644569686201,-0.4567645063080215,1.1148277389742258,0.4567645063080215,1.1148277389742258,0.4745762711864407,0.5254237288135594,0.3559322033898305,0.3728813559322034
2,premium,127,0.9423820959542644,11.10223324756996,0.634772676311051,2.4257732878611105,0.634772676311051,2.4257732878611105,0.7480314960629921,0.8346456692913385,0.5511811023622047,0.5826771653543307
3,starter,107,2.980650983007982,8.564050138137794,1.088941268584125,3.1986819111377187,1.088941268584125,3.1986819111377187,0.8878504672897196,0.9345794392523364,0.4859813084112149,0.5607476635514018
4,usable,94,5.462522531359583,8.358077980621104,0.2793342509832016,0.6034950482224898,0.2793342509832016,0.6034950482224898,0.9893617021276596,0.9893617021276596,0.6702127659574468,0.6914893617021277
